x[0] 		x[1] 		x[2] 		 Norma
0.033017 	0.055129 	0.002823 	0.000271
0.033017 	0.055128 	0.002824 	0.000273
0.033017 	0.055128 	0.002823 	0.000271
0.033016 	0.055127 	0.002824 	0.000273
0.033016 	0.055127 	0.002823 	0.000271
0.033016 	0.055126 	0.002824 	0.000273
0.033015 	0.055126 	0.002823 	0.000271
0.033015 	0.055125 	0.002824 	0.000273
0.033015 	0.055125 	0.002823 	0.000271
0.033014 	0.055125 	0.002824 	0.000273
0.033014 	0.055124 	0.002823 	0.000271
0.033013 	0.055124 	0.002824 	0.000273
0.033013 	0.055123 	0.002823 	0.000271
0.033013 	0.055123 	0.002823 	0.000273
0.033012 	0.055122 	0.002823 	0.000271
0.033012 	0.055122 	0.002823 	0.000273
0.033012 	0.055121 	0.002823 	0.000271
0.033011 	0.055121 	0.002823 	0.000273
0.033011 	0.055120 	0.002823 	0.000271
0.033010 	0.055120 	0.002823 	0.000273
0.033010 	0.055120 	0.002823 	0.000271
0.033010 	0.055119 	0.002823 	0.000273
0.033009 	0.055119 	0.002823 	0.000271
0.033009 	0.055118 	0.002823 	0.000273
0.033009 	0.055118 	0.002823 	0.000271
0.033008 	0.055117 	0.002823 	0.000273
0.033008 	0.055117 	0.002822 	0.000271
0.033008 	0.055116 	0.002823 	0.000273
0.033007 	0.055116 	0.002822 	0.000271
0.033007 	0.055116 	0.002823 	0.000273
0.033007 	0.055115 	0.002822 	0.000271
0.033006 	0.055115 	0.002823 	0.000273
0.033006 	0.055114 	0.002822 	0.000271
0.033005 	0.055114 	0.002823 	0.000273
0.033005 	0.055113 	0.002822 	0.000271
0.033005 	0.055113 	0.002823 	0.000273
0.033004 	0.055112 	0.002822 	0.000271
0.033004 	0.055112 	0.002823 	0.000273
0.033004 	0.055111 	0.002822 	0.000271
0.033003 	0.055111 	0.002822 	0.000273
0.033003 	0.055110 	0.002822 	0.000271
0.033003 	0.055110 	0.002822 	0.000273
0.033002 	0.055110 	0.002822 	0.000271
0.033002 	0.055109 	0.002822 	0.000273
0.033002 	0.055109 	0.002822 	0.000271
0.033001 	0.055108 	0.002822 	0.000273
0.033001 	0.055108 	0.002822 	0.000271
0.033000 	0.055107 	0.002822 	0.000273
0.033000 	0.055107 	0.002822 	0.000271
0.033000 	0.055106 	0.002822 	0.000273
0.032999 	0.055106 	0.002822 	0.000271
0.032999 	0.055106 	0.002822 	0.000273
0.032999 	0.055105 	0.002822 	0.000271
0.032998 	0.055105 	0.002822 	0.000273
0.032998 	0.055104 	0.002821 	0.000271
0.032998 	0.055104 	0.002822 	0.000273
0.032997 	0.055103 	0.002821 	0.000271
0.032997 	0.055103 	0.002822 	0.000273
0.032997 	0.055102 	0.002821 	0.000271
0.032996 	0.055102 	0.002822 	0.000273
0.032996 	0.055101 	0.002821 	0.000271
0.032995 	0.055101 	0.002822 	0.000273
0.032995 	0.055101 	0.002821 	0.000271
0.032995 	0.055100 	0.002822 	0.000273
0.032994 	0.055100 	0.002821 	0.000271
0.032994 	0.055099 	0.002821 	0.000273
0.032994 	0.055099 	0.002821 	0.000271
0.032993 	0.055098 	0.002821 	0.000273
0.032993 	0.055098 	0.002821 	0.000271
0.032993 	0.055097 	0.002821 	0.000273
0.032992 	0.055097 	0.002821 	0.000271
0.032992 	0.055096 	0.002821 	0.000273
0.032992 	0.055096 	0.002821 	0.000271
0.032991 	0.055096 	0.002821 	0.000273
0.032991 	0.055095 	0.002821 	0.000271
0.032990 	0.055095 	0.002821 	0.000273
0.032990 	0.055094 	0.002821 	0.000270
0.032990 	0.055094 	0.002821 	0.000273
0.032989 	0.055093 	0.002821 	0.000270
0.032989 	0.055093 	0.002821 	0.000273
0.032989 	0.055092 	0.002820 	0.000270
0.032988 	0.055092 	0.002821 	0.000272
0.032988 	0.055091 	0.002820 	0.000270
0.032988 	0.055091 	0.002821 	0.000272
0.032987 	0.055091 	0.002820 	0.000270
0.032987 	0.055090 	0.002821 	0.000272
0.032987 	0.055090 	0.002820 	0.000270
0.032986 	0.055089 	0.002821 	0.000272
0.032986 	0.055089 	0.002820 	0.000270
0.032985 	0.055088 	0.002821 	0.000272
0.032985 	0.055088 	0.002820 	0.000270
0.032985 	0.055087 	0.002820 	0.000272
0.032984 	0.055087 	0.002820 	0.000270
0.032984 	0.055087 	0.002820 	0.000272
0.032984 	0.055086 	0.002820 	0.000270
0.032983 	0.055086 	0.002820 	0.000272
0.032983 	0.055085 	0.002820 	0.000270
0.032983 	0.055085 	0.002820 	0.000272
0.032982 	0.055084 	0.002820 	0.000270
0.032982 	0.055084 	0.002820 	0.000272
0.032982 	0.055083 	0.002820 	0.000270
0.032981 	0.055083 	0.002820 	0.000272
0.032981 	0.055082 	0.002820 	0.000270
0.032980 	0.055082 	0.002820 	0.000272
0.032980 	0.055082 	0.002820 	0.000270
0.032980 	0.055081 	0.002820 	0.000272
0.032979 	0.055081 	0.002819 	0.000270
0.032979 	0.055080 	0.002820 	0.000272
0.032979 	0.055080 	0.002819 	0.000270
0.032978 	0.055079 	0.002820 	0.000272
0.032978 	0.055079 	0.002819 	0.000270
0.032978 	0.055078 	0.002820 	0.000272
0.032977 	0.055078 	0.002819 	0.000270
0.032977 	0.055077 	0.002820 	0.000272
0.032977 	0.055077 	0.002819 	0.000270
0.032976 	0.055077 	0.002820 	0.000272
0.032976 	0.055076 	0.002819 	0.000270
0.032975 	0.055076 	0.002819 	0.000272
0.032975 	0.055075 	0.002819 	0.000270
0.032975 	0.055075 	0.002819 	0.000272
0.032974 	0.055074 	0.002819 	0.000270
0.032974 	0.055074 	0.002819 	0.000272
0.032974 	0.055073 	0.002819 	0.000270
0.032973 	0.055073 	0.002819 	0.000272
0.032973 	0.055072 	0.002819 	0.000270
0.032973 	0.055072 	0.002819 	0.000272
0.032972 	0.055072 	0.002819 	0.000270
0.032972 	0.055071 	0.002819 	0.000272
0.032972 	0.055071 	0.002819 	0.000270
0.032971 	0.055070 	0.002819 	0.000272
0.032971 	0.055070 	0.002819 	0.000270
0.032970 	0.055069 	0.002819 	0.000272
0.032970 	0.055069 	0.002818 	0.000270
0.032970 	0.055068 	0.002819 	0.000272
0.032969 	0.055068 	0.002818 	0.000270
0.032969 	0.055068 	0.002819 	0.000272
0.032969 	0.055067 	0.002818 	0.000270
0.032968 	0.055067 	0.002819 	0.000272
0.032968 	0.055066 	0.002818 	0.000270
0.032968 	0.055066 	0.002819 	0.000272
0.032967 	0.055065 	0.002818 	0.000270
0.032967 	0.055065 	0.002819 	0.000272
0.032967 	0.055064 	0.002818 	0.000270
0.032966 	0.055064 	0.002818 	0.000272
0.032966 	0.055063 	0.002818 	0.000270
0.032965 	0.055063 	0.002818 	0.000272
0.032965 	0.055063 	0.002818 	0.000270
0.032965 	0.055062 	0.002818 	0.000272
0.032964 	0.055062 	0.002818 	0.000270
0.032964 	0.055061 	0.002818 	0.000272
0.032964 	0.055061 	0.002818 	0.000270
0.032963 	0.055060 	0.002818 	0.000272
0.032963 	0.055060 	0.002818 	0.000270
0.032963 	0.055059 	0.002818 	0.000272
0.032962 	0.055059 	0.002818 	0.000270
0.032962 	0.055058 	0.002818 	0.000272
0.032962 	0.055058 	0.002818 	0.000270
0.032961 	0.055058 	0.002818 	0.000272
0.032961 	0.055057 	0.002817 	0.000270
0.032960 	0.055057 	0.002818 	0.000272
0.032960 	0.055056 	0.002817 	0.000270
0.032960 	0.055056 	0.002818 	0.000272
0.032959 	0.055055 	0.002817 	0.000270
0.032959 	0.055055 	0.002818 	0.000272
0.032959 	0.055054 	0.002817 	0.000270
0.032958 	0.055054 	0.002818 	0.000272
0.032958 	0.055054 	0.002817 	0.000270
0.032958 	0.055053 	0.002818 	0.000272
0.032957 	0.055053 	0.002817 	0.000270
0.032957 	0.055052 	0.002818 	0.000272
0.032957 	0.055052 	0.002817 	0.000270
0.032956 	0.055051 	0.002817 	0.000272
0.032956 	0.055051 	0.002817 	0.000270
0.032955 	0.055050 	0.002817 	0.000272
0.032955 	0.055050 	0.002817 	0.000270
0.032955 	0.055049 	0.002817 	0.000272
0.032954 	0.055049 	0.002817 	0.000270
0.032954 	0.055049 	0.002817 	0.000272
0.032954 	0.055048 	0.002817 	0.000270
0.032953 	0.055048 	0.002817 	0.000272
0.032953 	0.055047 	0.002817 	0.000270
0.032953 	0.055047 	0.002817 	0.000272
0.032952 	0.055046 	0.002817 	0.000270
0.032952 	0.055046 	0.002817 	0.000272
0.032952 	0.055045 	0.002816 	0.000270
0.032951 	0.055045 	0.002817 	0.000272
0.032951 	0.055044 	0.002816 	0.000270
0.032950 	0.055044 	0.002817 	0.000272
0.032950 	0.055044 	0.002816 	0.000270
0.032950 	0.055043 	0.002817 	0.000272
0.032949 	0.055043 	0.002816 	0.000270
0.032949 	0.055042 	0.002817 	0.000272
0.032949 	0.055042 	0.002816 	0.000270
0.032948 	0.055041 	0.002817 	0.000272
0.032948 	0.055041 	0.002816 	0.000270
0.032948 	0.055040 	0.002817 	0.000272
0.032947 	0.055040 	0.002816 	0.000270
0.032947 	0.055040 	0.002816 	0.000272
0.032947 	0.055039 	0.002816 	0.000270
0.032946 	0.055039 	0.002816 	0.000272
0.032946 	0.055038 	0.002816 	0.000270
0.032945 	0.055038 	0.002816 	0.000272
0.032945 	0.055037 	0.002816 	0.000270
0.032945 	0.055037 	0.002816 	0.000272
0.032944 	0.055036 	0.002816 	0.000270
0.032944 	0.055036 	0.002816 	0.000272
0.032944 	0.055035 	0.002816 	0.000270
0.032943 	0.055035 	0.002816 	0.000272
0.032943 	0.055035 	0.002816 	0.000270
0.032943 	0.055034 	0.002816 	0.000272
0.032942 	0.055034 	0.002816 	0.000270
0.032942 	0.055033 	0.002816 	0.000272
0.032942 	0.055033 	0.002815 	0.000270
0.032941 	0.055032 	0.002816 	0.000272
0.032941 	0.055032 	0.002815 	0.000270
0.032940 	0.055031 	0.002816 	0.000272
0.032940 	0.055031 	0.002815 	0.000270
0.032940 	0.055031 	0.002816 	0.000272
0.032939 	0.055030 	0.002815 	0.000270
0.032939 	0.055030 	0.002816 	0.000272
0.032939 	0.055029 	0.002815 	0.000270
0.032938 	0.055029 	0.002816 	0.000272
0.032938 	0.055028 	0.002815 	0.000270
0.032938 	0.055028 	0.002815 	0.000272
0.032937 	0.055027 	0.002815 	0.000270
0.032937 	0.055027 	0.002815 	0.000272
0.032937 	0.055026 	0.002815 	0.000270
0.032936 	0.055026 	0.002815 	0.000272
0.032936 	0.055026 	0.002815 	0.000270
0.032935 	0.055025 	0.002815 	0.000272
0.032935 	0.055025 	0.002815 	0.000270
0.032935 	0.055024 	0.002815 	0.000272
0.032934 	0.055024 	0.002815 	0.000270
0.032934 	0.055023 	0.002815 	0.000272
0.032934 	0.055023 	0.002815 	0.000270
0.032933 	0.055022 	0.002815 	0.000272
0.032933 	0.055022 	0.002815 	0.000270
0.032933 	0.055022 	0.002815 	0.000272
0.032932 	0.055021 	0.002814 	0.000270
0.032932 	0.055021 	0.002815 	0.000272
0.032932 	0.055020 	0.002814 	0.000270
0.032931 	0.055020 	0.002815 	0.000272
0.032931 	0.055019 	0.002814 	0.000270
0.032930 	0.055019 	0.002815 	0.000272
0.032930 	0.055018 	0.002814 	0.000270
0.032930 	0.055018 	0.002815 	0.000272
0.032929 	0.055017 	0.002814 	0.000270
0.032929 	0.055017 	0.002815 	0.000272
0.032929 	0.055017 	0.002814 	0.000270
0.032928 	0.055016 	0.002814 	0.000272
0.032928 	0.055016 	0.002814 	0.000270
0.032928 	0.055015 	0.002814 	0.000272
0.032927 	0.055015 	0.002814 	0.000270
0.032927 	0.055014 	0.002814 	0.000271
0.032927 	0.055014 	0.002814 	0.000270
0.032926 	0.055013 	0.002814 	0.000271
0.032926 	0.055013 	0.002814 	0.000270
0.032925 	0.055012 	0.002814 	0.000271
0.032925 	0.055012 	0.002814 	0.000270
0.032925 	0.055012 	0.002814 	0.000271
0.032924 	0.055011 	0.002814 	0.000270
0.032924 	0.055011 	0.002814 	0.000271
0.032924 	0.055010 	0.002814 	0.000270
0.032923 	0.055010 	0.002814 	0.000271
0.032923 	0.055009 	0.002813 	0.000270
0.032923 	0.055009 	0.002814 	0.000271
0.032922 	0.055008 	0.002813 	0.000270
0.032922 	0.055008 	0.002814 	0.000271
0.032922 	0.055008 	0.002813 	0.000270
0.032921 	0.055007 	0.002814 	0.000271
0.032921 	0.055007 	0.002813 	0.000270
0.032920 	0.055006 	0.002814 	0.000271
0.032920 	0.055006 	0.002813 	0.000270
0.032920 	0.055005 	0.002814 	0.000271
0.032919 	0.055005 	0.002813 	0.000270
0.032919 	0.055004 	0.002813 	0.000271
0.032919 	0.055004 	0.002813 	0.000269
0.032918 	0.055003 	0.002813 	0.000271
0.032918 	0.055003 	0.002813 	0.000269
0.032918 	0.055003 	0.002813 	0.000271
0.032917 	0.055002 	0.002813 	0.000269
0.032917 	0.055002 	0.002813 	0.000271
0.032917 	0.055001 	0.002813 	0.000269
0.032916 	0.055001 	0.002813 	0.000271
0.032916 	0.055000 	0.002813 	0.000269
0.032916 	0.055000 	0.002813 	0.000271
0.032915 	0.054999 	0.002813 	0.000269
0.032915 	0.054999 	0.002813 	0.000271
0.032915 	0.054999 	0.002813 	0.000269
0.032914 	0.054998 	0.002813 	0.000271
0.032914 	0.054998 	0.002812 	0.000269
0.032913 	0.054997 	0.002813 	0.000271
0.032913 	0.054997 	0.002812 	0.000269
0.032913 	0.054996 	0.002813 	0.000271
0.032912 	0.054996 	0.002812 	0.000269
0.032912 	0.054995 	0.002813 	0.000271
0.032912 	0.054995 	0.002812 	0.000269
0.032911 	0.054994 	0.002813 	0.000271
0.032911 	0.054994 	0.002812 	0.000269
0.032911 	0.054994 	0.002813 	0.000271
0.032910 	0.054993 	0.002812 	0.000269
0.032910 	0.054993 	0.002813 	0.000271
0.032910 	0.054992 	0.002812 	0.000269
0.032909 	0.054992 	0.002812 	0.000271
0.032909 	0.054991 	0.002812 	0.000269
0.032908 	0.054991 	0.002812 	0.000271
0.032908 	0.054990 	0.002812 	0.000269
0.032908 	0.054990 	0.002812 	0.000271
0.032907 	0.054990 	0.002812 	0.000269
0.032907 	0.054989 	0.002812 	0.000271
0.032907 	0.054989 	0.002812 	0.000269
0.032906 	0.054988 	0.002812 	0.000271
0.032906 	0.054988 	0.002812 	0.000269
0.032906 	0.054987 	0.002812 	0.000271
0.032905 	0.054987 	0.002812 	0.000269
0.032905 	0.054986 	0.002812 	0.000271
0.032905 	0.054986 	0.002812 	0.000269
0.032904 	0.054986 	0.002812 	0.000271
0.032904 	0.054985 	0.002811 	0.000269
0.032903 	0.054985 	0.002812 	0.000271
0.032903 	0.054984 	0.002811 	0.000269
0.032903 	0.054984 	0.002812 	0.000271
0.032902 	0.054983 	0.002811 	0.000269
0.032902 	0.054983 	0.002812 	0.000271
0.032902 	0.054982 	0.002811 	0.000269
0.032901 	0.054982 	0.002812 	0.000271
0.032901 	0.054981 	0.002811 	0.000269
0.032901 	0.054981 	0.002812 	0.000271
0.032900 	0.054981 	0.002811 	0.000269
0.032900 	0.054980 	0.002811 	0.000271
0.032900 	0.054980 	0.002811 	0.000269
0.032899 	0.054979 	0.002811 	0.000271
0.032899 	0.054979 	0.002811 	0.000269
0.032898 	0.054978 	0.002811 	0.000271
0.032898 	0.054978 	0.002811 	0.000269
0.032898 	0.054977 	0.002811 	0.000271
0.032897 	0.054977 	0.002811 	0.000269
0.032897 	0.054977 	0.002811 	0.000271
0.032897 	0.054976 	0.002811 	0.000269
0.032896 	0.054976 	0.002811 	0.000271
0.032896 	0.054975 	0.002811 	0.000269
0.032896 	0.054975 	0.002811 	0.000271
0.032895 	0.054974 	0.002811 	0.000269
0.032895 	0.054974 	0.002811 	0.000271
0.032895 	0.054973 	0.002810 	0.000269
0.032894 	0.054973 	0.002811 	0.000271
0.032894 	0.054972 	0.002810 	0.000269
0.032893 	0.054972 	0.002811 	0.000271
0.032893 	0.054972 	0.002810 	0.000269
0.032893 	0.054971 	0.002811 	0.000271
0.032892 	0.054971 	0.002810 	0.000269
0.032892 	0.054970 	0.002811 	0.000271
0.032892 	0.054970 	0.002810 	0.000269
0.032891 	0.054969 	0.002811 	0.000271
0.032891 	0.054969 	0.002810 	0.000269
0.032891 	0.054968 	0.002810 	0.000271
0.032890 	0.054968 	0.002810 	0.000269
0.032890 	0.054968 	0.002810 	0.000271
0.032890 	0.054967 	0.002810 	0.000269
0.032889 	0.054967 	0.002810 	0.000271
0.032889 	0.054966 	0.002810 	0.000269
0.032889 	0.054966 	0.002810 	0.000271
0.032888 	0.054965 	0.002810 	0.000269
0.032888 	0.054965 	0.002810 	0.000271
0.032888 	0.054964 	0.002810 	0.000269
0.032887 	0.054964 	0.002810 	0.000271
0.032887 	0.054963 	0.002810 	0.000269
0.032886 	0.054963 	0.002810 	0.000271
0.032886 	0.054963 	0.002810 	0.000269
0.032886 	0.054962 	0.002810 	0.000271
0.032885 	0.054962 	0.002809 	0.000269
0.032885 	0.054961 	0.002810 	0.000271
0.032885 	0.054961 	0.002809 	0.000269
0.032884 	0.054960 	0.002810 	0.000271
0.032884 	0.054960 	0.002809 	0.000269
0.032884 	0.054959 	0.002810 	0.000271
0.032883 	0.054959 	0.002809 	0.000269
0.032883 	0.054959 	0.002810 	0.000271
0.032883 	0.054958 	0.002809 	0.000269
0.032882 	0.054958 	0.002810 	0.000271
0.032882 	0.054957 	0.002809 	0.000269
0.032881 	0.054957 	0.002809 	0.000271
0.032881 	0.054956 	0.002809 	0.000269
0.032881 	0.054956 	0.002809 	0.000271
0.032880 	0.054955 	0.002809 	0.000269
0.032880 	0.054955 	0.002809 	0.000271
0.032880 	0.054955 	0.002809 	0.000269
0.032879 	0.054954 	0.002809 	0.000271
0.032879 	0.054954 	0.002809 	0.000269
0.032879 	0.054953 	0.002809 	0.000271
0.032878 	0.054953 	0.002809 	0.000269
0.032878 	0.054952 	0.002809 	0.000271
0.032878 	0.054952 	0.002809 	0.000269
0.032877 	0.054951 	0.002809 	0.000271
0.032877 	0.054951 	0.002809 	0.000269
0.032876 	0.054950 	0.002809 	0.000271
0.032876 	0.054950 	0.002808 	0.000269
0.032876 	0.054950 	0.002809 	0.000271
0.032875 	0.054949 	0.002808 	0.000269
0.032875 	0.054949 	0.002809 	0.000271
0.032875 	0.054948 	0.002808 	0.000269
0.032874 	0.054948 	0.002809 	0.000271
0.032874 	0.054947 	0.002808 	0.000269
0.032874 	0.054947 	0.002809 	0.000271
0.032873 	0.054946 	0.002808 	0.000269
0.032873 	0.054946 	0.002809 	0.000271
0.032873 	0.054946 	0.002808 	0.000269
0.032872 	0.054945 	0.002809 	0.000271
0.032872 	0.054945 	0.002808 	0.000269
0.032872 	0.054944 	0.002808 	0.000271
0.032871 	0.054944 	0.002808 	0.000269
0.032871 	0.054943 	0.002808 	0.000271
0.032871 	0.054943 	0.002808 	0.000269
0.032870 	0.054942 	0.002808 	0.000271
0.032870 	0.054942 	0.002808 	0.000269
0.032869 	0.054942 	0.002808 	0.000271
0.032869 	0.054941 	0.002808 	0.000269
0.032869 	0.054941 	0.002808 	0.000271
0.032868 	0.054940 	0.002808 	0.000269
0.032868 	0.054940 	0.002808 	0.000271
0.032868 	0.054939 	0.002808 	0.000269
0.032867 	0.054939 	0.002808 	0.000271
0.032867 	0.054938 	0.002808 	0.000269
0.032867 	0.054938 	0.002808 	0.000271
0.032866 	0.054937 	0.002807 	0.000269
0.032866 	0.054937 	0.002808 	0.000271
0.032866 	0.054937 	0.002807 	0.000269
0.032865 	0.054936 	0.002808 	0.000270
0.032865 	0.054936 	0.002807 	0.000269
0.032864 	0.054935 	0.002808 	0.000270
0.032864 	0.054935 	0.002807 	0.000269
0.032864 	0.054934 	0.002808 	0.000270
0.032863 	0.054934 	0.002807 	0.000269
0.032863 	0.054933 	0.002808 	0.000270
0.032863 	0.054933 	0.002807 	0.000269
0.032862 	0.054933 	0.002807 	0.000270
0.032862 	0.054932 	0.002807 	0.000269
0.032862 	0.054932 	0.002807 	0.000270
0.032861 	0.054931 	0.002807 	0.000269
0.032861 	0.054931 	0.002807 	0.000270
0.032861 	0.054930 	0.002807 	0.000269
0.032860 	0.054930 	0.002807 	0.000270
0.032860 	0.054929 	0.002807 	0.000269
0.032859 	0.054929 	0.002807 	0.000270
0.032859 	0.054929 	0.002807 	0.000269
0.032859 	0.054928 	0.002807 	0.000270
0.032858 	0.054928 	0.002807 	0.000269
0.032858 	0.054927 	0.002807 	0.000270
0.032858 	0.054927 	0.002807 	0.000269
0.032857 	0.054926 	0.002807 	0.000270
0.032857 	0.054926 	0.002806 	0.000269
0.032857 	0.054925 	0.002807 	0.000270
0.032856 	0.054925 	0.002806 	0.000269
0.032856 	0.054925 	0.002807 	0.000270
0.032856 	0.054924 	0.002806 	0.000269
0.032855 	0.054924 	0.002807 	0.000270
0.032855 	0.054923 	0.002806 	0.000269
0.032855 	0.054923 	0.002807 	0.000270
0.032854 	0.054922 	0.002806 	0.000269
0.032854 	0.054922 	0.002807 	0.000270
0.032854 	0.054921 	0.002806 	0.000269
0.032853 	0.054921 	0.002806 	0.000270
0.032853 	0.054920 	0.002806 	0.000269
0.032852 	0.054920 	0.002806 	0.000270
0.032852 	0.054920 	0.002806 	0.000269
0.032852 	0.054919 	0.002806 	0.000270
0.032851 	0.054919 	0.002806 	0.000269
0.032851 	0.054918 	0.002806 	0.000270
0.032851 	0.054918 	0.002806 	0.000269
0.032850 	0.054917 	0.002806 	0.000270
0.032850 	0.054917 	0.002806 	0.000269
0.032850 	0.054916 	0.002806 	0.000270
0.032849 	0.054916 	0.002806 	0.000269
0.032849 	0.054916 	0.002806 	0.000270
0.032849 	0.054915 	0.002806 	0.000268
0.032848 	0.054915 	0.002806 	0.000270
0.032848 	0.054914 	0.002805 	0.000268
0.032847 	0.054914 	0.002806 	0.000270
0.032847 	0.054913 	0.002805 	0.000268
0.032847 	0.054913 	0.002806 	0.000270
0.032846 	0.054912 	0.002805 	0.000268
0.032846 	0.054912 	0.002806 	0.000270
0.032846 	0.054912 	0.002805 	0.000268
0.032845 	0.054911 	0.002806 	0.000270
0.032845 	0.054911 	0.002805 	0.000268
0.032845 	0.054910 	0.002806 	0.000270
0.032844 	0.054910 	0.002805 	0.000268
0.032844 	0.054909 	0.002806 	0.000270
0.032844 	0.054909 	0.002805 	0.000268
0.032843 	0.054908 	0.002805 	0.000270
0.032843 	0.054908 	0.002805 	0.000268
0.032843 	0.054908 	0.002805 	0.000270
0.032842 	0.054907 	0.002805 	0.000268
0.032842 	0.054907 	0.002805 	0.000270
0.032842 	0.054906 	0.002805 	0.000268
0.032841 	0.054906 	0.002805 	0.000270
0.032841 	0.054905 	0.002805 	0.000268
0.032840 	0.054905 	0.002805 	0.000270
0.032840 	0.054904 	0.002805 	0.000268
0.032840 	0.054904 	0.002805 	0.000270
0.032839 	0.054903 	0.002805 	0.000268
0.032839 	0.054903 	0.002805 	0.000270
0.032839 	0.054903 	0.002805 	0.000268
0.032838 	0.054902 	0.002805 	0.000270
0.032838 	0.054902 	0.002804 	0.000268
0.032838 	0.054901 	0.002805 	0.000270
0.032837 	0.054901 	0.002804 	0.000268
0.032837 	0.054900 	0.002805 	0.000270
0.032837 	0.054900 	0.002804 	0.000268
0.032836 	0.054899 	0.002805 	0.000270
0.032836 	0.054899 	0.002804 	0.000268
0.032835 	0.054899 	0.002805 	0.000270
0.032835 	0.054898 	0.002804 	0.000268
0.032835 	0.054898 	0.002805 	0.000270
0.032834 	0.054897 	0.002804 	0.000268
0.032834 	0.054897 	0.002804 	0.000270
0.032834 	0.054896 	0.002804 	0.000268
0.032833 	0.054896 	0.002804 	0.000270
0.032833 	0.054895 	0.002804 	0.000268
0.032833 	0.054895 	0.002804 	0.000270
0.032832 	0.054895 	0.002804 	0.000268
0.032832 	0.054894 	0.002804 	0.000270
0.032832 	0.054894 	0.002804 	0.000268
0.032831 	0.054893 	0.002804 	0.000270
0.032831 	0.054893 	0.002804 	0.000268
0.032831 	0.054892 	0.002804 	0.000270
0.032830 	0.054892 	0.002804 	0.000268
0.032830 	0.054891 	0.002804 	0.000270
0.032830 	0.054891 	0.002804 	0.000268
0.032829 	0.054891 	0.002804 	0.000270
0.032829 	0.054890 	0.002803 	0.000268
0.032828 	0.054890 	0.002804 	0.000270
0.032828 	0.054889 	0.002803 	0.000268
0.032828 	0.054889 	0.002804 	0.000270
0.032827 	0.054888 	0.002803 	0.000268
0.032827 	0.054888 	0.002804 	0.000270
0.032827 	0.054887 	0.002803 	0.000268
0.032826 	0.054887 	0.002804 	0.000270
0.032826 	0.054886 	0.002803 	0.000268
0.032826 	0.054886 	0.002804 	0.000270
0.032825 	0.054886 	0.002803 	0.000268
0.032825 	0.054885 	0.002803 	0.000270
0.032825 	0.054885 	0.002803 	0.000268
0.032824 	0.054884 	0.002803 	0.000270
0.032824 	0.054884 	0.002803 	0.000268
0.032823 	0.054883 	0.002803 	0.000270
0.032823 	0.054883 	0.002803 	0.000268
0.032823 	0.054882 	0.002803 	0.000270
0.032822 	0.054882 	0.002803 	0.000268
0.032822 	0.054882 	0.002803 	0.000270
0.032822 	0.054881 	0.002803 	0.000268
0.032821 	0.054881 	0.002803 	0.000270
0.032821 	0.054880 	0.002803 	0.000268
0.032821 	0.054880 	0.002803 	0.000270
0.032820 	0.054879 	0.002803 	0.000268
0.032820 	0.054879 	0.002803 	0.000270
0.032820 	0.054878 	0.002803 	0.000268
0.032819 	0.054878 	0.002803 	0.000270
0.032819 	0.054878 	0.002802 	0.000268
0.032819 	0.054877 	0.002803 	0.000270
0.032818 	0.054877 	0.002802 	0.000268
0.032818 	0.054876 	0.002803 	0.000270
0.032818 	0.054876 	0.002802 	0.000268
0.032817 	0.054875 	0.002803 	0.000270
0.032817 	0.054875 	0.002802 	0.000268
0.032816 	0.054874 	0.002803 	0.000270
0.032816 	0.054874 	0.002802 	0.000268
0.032816 	0.054874 	0.002803 	0.000270
0.032815 	0.054873 	0.002802 	0.000268
0.032815 	0.054873 	0.002802 	0.000270
0.032815 	0.054872 	0.002802 	0.000268
0.032814 	0.054872 	0.002802 	0.000270
0.032814 	0.054871 	0.002802 	0.000268
0.032814 	0.054871 	0.002802 	0.000270
0.032813 	0.054870 	0.002802 	0.000268
0.032813 	0.054870 	0.002802 	0.000270
0.032813 	0.054870 	0.002802 	0.000268
0.032812 	0.054869 	0.002802 	0.000270
0.032812 	0.054869 	0.002802 	0.000268
0.032811 	0.054868 	0.002802 	0.000270
0.032811 	0.054868 	0.002802 	0.000268
0.032811 	0.054867 	0.002802 	0.000270
0.032810 	0.054867 	0.002802 	0.000268
0.032810 	0.054866 	0.002802 	0.000270
0.032810 	0.054866 	0.002801 	0.000268
0.032809 	0.054866 	0.002802 	0.000270
0.032809 	0.054865 	0.002801 	0.000268
0.032809 	0.054865 	0.002802 	0.000270
0.032808 	0.054864 	0.002801 	0.000268
0.032808 	0.054864 	0.002802 	0.000270
0.032808 	0.054863 	0.002801 	0.000268
0.032807 	0.054863 	0.002802 	0.000270
0.032807 	0.054862 	0.002801 	0.000268
0.032807 	0.054862 	0.002802 	0.000270
0.032806 	0.054862 	0.002801 	0.000268
0.032806 	0.054861 	0.002801 	0.000270
0.032806 	0.054861 	0.002801 	0.000268
0.032805 	0.054860 	0.002801 	0.000270
0.032805 	0.054860 	0.002801 	0.000268
0.032804 	0.054859 	0.002801 	0.000270
0.032804 	0.054859 	0.002801 	0.000268
0.032804 	0.054858 	0.002801 	0.000270
0.032803 	0.054858 	0.002801 	0.000268
0.032803 	0.054858 	0.002801 	0.000270
0.032803 	0.054857 	0.002801 	0.000268
0.032802 	0.054857 	0.002801 	0.000269
0.032802 	0.054856 	0.002801 	0.000268
