x[0] 		x[1] 		x[2] 		Norma
1.000000 	1.000000 	1.000000
0.500000 	0.000412 	-0.523588 	0.000167
0.500000 	0.000411 	-0.523588 	0.000167
0.500000 	0.000410 	-0.523588 	0.000167
0.500000 	0.000409 	-0.523589 	0.000167
0.500000 	0.000408 	-0.523589 	0.000166
0.500000 	0.000407 	-0.523589 	0.000166
0.500000 	0.000406 	-0.523589 	0.000166
0.500000 	0.000404 	-0.523589 	0.000166
0.500000 	0.000403 	-0.523589 	0.000166
0.500000 	0.000402 	-0.523589 	0.000166
0.500000 	0.000401 	-0.523589 	0.000165
0.500000 	0.000400 	-0.523589 	0.000165
0.500000 	0.000399 	-0.523589 	0.000165
0.500000 	0.000398 	-0.523589 	0.000165
0.500000 	0.000397 	-0.523589 	0.000165
0.500000 	0.000396 	-0.523589 	0.000164
0.500000 	0.000395 	-0.523589 	0.000164
0.500000 	0.000394 	-0.523589 	0.000164
0.500000 	0.000393 	-0.523589 	0.000164
0.500000 	0.000392 	-0.523589 	0.000164
0.500000 	0.000391 	-0.523589 	0.000164
0.500000 	0.000390 	-0.523589 	0.000163
0.500000 	0.000389 	-0.523589 	0.000163
0.500000 	0.000388 	-0.523589 	0.000163
0.500000 	0.000387 	-0.523589 	0.000163
0.500000 	0.000385 	-0.523589 	0.000163
0.500000 	0.000384 	-0.523589 	0.000162
0.500000 	0.000383 	-0.523589 	0.000162
0.500000 	0.000382 	-0.523589 	0.000162
0.500000 	0.000381 	-0.523589 	0.000162
0.500000 	0.000380 	-0.523589 	0.000162
0.500000 	0.000379 	-0.523589 	0.000162
0.500000 	0.000378 	-0.523589 	0.000161
0.500000 	0.000377 	-0.523589 	0.000161
0.500000 	0.000376 	-0.523589 	0.000161
0.500000 	0.000375 	-0.523589 	0.000161
0.500000 	0.000374 	-0.523589 	0.000161
0.500000 	0.000373 	-0.523589 	0.000160
0.500000 	0.000372 	-0.523589 	0.000160
0.500000 	0.000371 	-0.523589 	0.000160
0.500000 	0.000370 	-0.523589 	0.000160
0.500000 	0.000369 	-0.523589 	0.000160
0.500000 	0.000368 	-0.523590 	0.000160
0.500000 	0.000367 	-0.523590 	0.000159
0.500000 	0.000366 	-0.523590 	0.000159
0.500000 	0.000365 	-0.523590 	0.000159
0.500000 	0.000364 	-0.523590 	0.000159
0.500000 	0.000363 	-0.523590 	0.000159
0.500000 	0.000362 	-0.523590 	0.000159
0.500000 	0.000361 	-0.523590 	0.000158
0.500000 	0.000360 	-0.523590 	0.000158
0.500000 	0.000359 	-0.523590 	0.000158
0.500000 	0.000358 	-0.523590 	0.000158
0.500000 	0.000357 	-0.523590 	0.000158
0.500000 	0.000356 	-0.523590 	0.000157
0.500000 	0.000356 	-0.523590 	0.000157
0.500000 	0.000355 	-0.523590 	0.000157
0.500000 	0.000354 	-0.523590 	0.000157
0.500000 	0.000353 	-0.523590 	0.000157
0.500000 	0.000352 	-0.523590 	0.000157
0.500000 	0.000351 	-0.523590 	0.000156
0.500000 	0.000350 	-0.523590 	0.000156
0.500000 	0.000349 	-0.523590 	0.000156
0.500000 	0.000348 	-0.523590 	0.000156
0.500000 	0.000347 	-0.523590 	0.000156
0.500000 	0.000346 	-0.523590 	0.000155
0.500000 	0.000345 	-0.523590 	0.000155
0.500000 	0.000344 	-0.523590 	0.000155
0.500000 	0.000343 	-0.523590 	0.000155
0.500000 	0.000342 	-0.523590 	0.000155
0.500000 	0.000341 	-0.523590 	0.000155
0.500000 	0.000340 	-0.523590 	0.000154
0.500000 	0.000339 	-0.523590 	0.000154
0.500000 	0.000339 	-0.523590 	0.000154
0.500000 	0.000338 	-0.523590 	0.000154
0.500000 	0.000337 	-0.523590 	0.000154
0.500000 	0.000336 	-0.523590 	0.000153
0.500000 	0.000335 	-0.523590 	0.000153
0.500000 	0.000334 	-0.523590 	0.000153
0.500000 	0.000333 	-0.523590 	0.000153
0.500000 	0.000332 	-0.523590 	0.000153
0.500000 	0.000331 	-0.523590 	0.000153
0.500000 	0.000330 	-0.523590 	0.000152
0.500000 	0.000329 	-0.523590 	0.000152
0.500000 	0.000329 	-0.523591 	0.000152
0.500000 	0.000328 	-0.523591 	0.000152
0.500000 	0.000327 	-0.523591 	0.000152
0.500000 	0.000326 	-0.523591 	0.000151
0.500000 	0.000325 	-0.523591 	0.000151
0.500000 	0.000324 	-0.523591 	0.000151
0.500000 	0.000323 	-0.523591 	0.000151
0.500000 	0.000322 	-0.523591 	0.000151
0.500000 	0.000321 	-0.523591 	0.000151
0.500000 	0.000320 	-0.523591 	0.000150
0.500000 	0.000320 	-0.523591 	0.000150
0.500000 	0.000319 	-0.523591 	0.000150
0.500000 	0.000318 	-0.523591 	0.000150
0.500000 	0.000317 	-0.523591 	0.000150
0.500000 	0.000316 	-0.523591 	0.000150
0.500000 	0.000315 	-0.523591 	0.000149
0.500000 	0.000314 	-0.523591 	0.000149
0.500000 	0.000314 	-0.523591 	0.000149
0.500000 	0.000313 	-0.523591 	0.000149
0.500000 	0.000312 	-0.523591 	0.000149
0.500000 	0.000311 	-0.523591 	0.000148
0.500000 	0.000310 	-0.523591 	0.000148
0.500000 	0.000309 	-0.523591 	0.000148
0.500000 	0.000308 	-0.523591 	0.000148
0.500000 	0.000308 	-0.523591 	0.000148
0.500000 	0.000307 	-0.523591 	0.000148
0.500000 	0.000306 	-0.523591 	0.000147
0.500000 	0.000305 	-0.523591 	0.000147
0.500000 	0.000304 	-0.523591 	0.000147
0.500000 	0.000303 	-0.523591 	0.000147
0.500000 	0.000302 	-0.523591 	0.000147
0.500000 	0.000302 	-0.523591 	0.000147
0.500000 	0.000301 	-0.523591 	0.000146
0.500000 	0.000300 	-0.523591 	0.000146
0.500000 	0.000299 	-0.523591 	0.000146
0.500000 	0.000298 	-0.523591 	0.000146
0.500000 	0.000298 	-0.523591 	0.000146
0.500000 	0.000297 	-0.523591 	0.000145
0.500000 	0.000296 	-0.523591 	0.000145
0.500000 	0.000295 	-0.523591 	0.000145
0.500000 	0.000294 	-0.523591 	0.000145
0.500000 	0.000293 	-0.523591 	0.000145
0.500000 	0.000293 	-0.523591 	0.000145
0.500000 	0.000292 	-0.523591 	0.000144
0.500000 	0.000291 	-0.523591 	0.000144
0.500000 	0.000290 	-0.523591 	0.000144
0.500000 	0.000289 	-0.523592 	0.000144
0.500000 	0.000289 	-0.523592 	0.000144
0.500000 	0.000288 	-0.523592 	0.000144
0.500000 	0.000287 	-0.523592 	0.000143
0.500000 	0.000286 	-0.523592 	0.000143
0.500000 	0.000285 	-0.523592 	0.000143
0.500000 	0.000285 	-0.523592 	0.000143
0.500000 	0.000284 	-0.523592 	0.000143
0.500000 	0.000283 	-0.523592 	0.000142
0.500000 	0.000282 	-0.523592 	0.000142
0.500000 	0.000281 	-0.523592 	0.000142
0.500000 	0.000281 	-0.523592 	0.000142
0.500000 	0.000280 	-0.523592 	0.000142
0.500000 	0.000279 	-0.523592 	0.000142
0.500000 	0.000278 	-0.523592 	0.000141
0.500000 	0.000278 	-0.523592 	0.000141
0.500000 	0.000277 	-0.523592 	0.000141
0.500000 	0.000276 	-0.523592 	0.000141
0.500000 	0.000275 	-0.523592 	0.000141
0.500000 	0.000274 	-0.523592 	0.000141
0.500000 	0.000274 	-0.523592 	0.000140
0.500000 	0.000273 	-0.523592 	0.000140
0.500000 	0.000272 	-0.523592 	0.000140
0.500000 	0.000271 	-0.523592 	0.000140
0.500000 	0.000271 	-0.523592 	0.000140
0.500000 	0.000270 	-0.523592 	0.000140
0.500000 	0.000269 	-0.523592 	0.000139
0.500000 	0.000268 	-0.523592 	0.000139
0.500000 	0.000268 	-0.523592 	0.000139
0.500000 	0.000267 	-0.523592 	0.000139
0.500000 	0.000266 	-0.523592 	0.000139
0.500000 	0.000265 	-0.523592 	0.000139
0.500000 	0.000265 	-0.523592 	0.000138
0.500000 	0.000264 	-0.523592 	0.000138
0.500000 	0.000263 	-0.523592 	0.000138
0.500000 	0.000262 	-0.523592 	0.000138
0.500000 	0.000262 	-0.523592 	0.000138
0.500000 	0.000261 	-0.523592 	0.000137
0.500000 	0.000260 	-0.523592 	0.000137
0.500000 	0.000260 	-0.523592 	0.000137
0.500000 	0.000259 	-0.523592 	0.000137
0.500000 	0.000258 	-0.523592 	0.000137
0.500000 	0.000257 	-0.523592 	0.000137
0.500000 	0.000257 	-0.523592 	0.000136
0.500000 	0.000256 	-0.523592 	0.000136
0.500000 	0.000255 	-0.523592 	0.000136
0.500000 	0.000255 	-0.523592 	0.000136
0.500000 	0.000254 	-0.523592 	0.000136
0.500000 	0.000253 	-0.523592 	0.000136
0.500000 	0.000252 	-0.523592 	0.000135
0.500000 	0.000252 	-0.523592 	0.000135
0.500000 	0.000251 	-0.523592 	0.000135
0.500000 	0.000250 	-0.523592 	0.000135
0.500000 	0.000250 	-0.523593 	0.000135
0.500000 	0.000249 	-0.523593 	0.000135
0.500000 	0.000248 	-0.523593 	0.000134
0.500000 	0.000247 	-0.523593 	0.000134
0.500000 	0.000247 	-0.523593 	0.000134
0.500000 	0.000246 	-0.523593 	0.000134
0.500000 	0.000245 	-0.523593 	0.000134
0.500000 	0.000245 	-0.523593 	0.000134
0.500000 	0.000244 	-0.523593 	0.000133
0.500000 	0.000243 	-0.523593 	0.000133
0.500000 	0.000243 	-0.523593 	0.000133
0.500000 	0.000242 	-0.523593 	0.000133
0.500000 	0.000241 	-0.523593 	0.000133
0.500000 	0.000241 	-0.523593 	0.000133
0.500000 	0.000240 	-0.523593 	0.000132
0.500000 	0.000239 	-0.523593 	0.000132
0.500000 	0.000239 	-0.523593 	0.000132
0.500000 	0.000238 	-0.523593 	0.000132
0.500000 	0.000237 	-0.523593 	0.000132
0.500000 	0.000237 	-0.523593 	0.000132
0.500000 	0.000236 	-0.523593 	0.000131
0.500000 	0.000235 	-0.523593 	0.000131
0.500000 	0.000235 	-0.523593 	0.000131
0.500000 	0.000234 	-0.523593 	0.000131
0.500000 	0.000233 	-0.523593 	0.000131
0.500000 	0.000233 	-0.523593 	0.000131
0.500000 	0.000232 	-0.523593 	0.000130
0.500000 	0.000231 	-0.523593 	0.000130
0.500000 	0.000231 	-0.523593 	0.000130
0.500000 	0.000230 	-0.523593 	0.000130
0.500000 	0.000229 	-0.523593 	0.000130
0.500000 	0.000229 	-0.523593 	0.000130
0.500000 	0.000228 	-0.523593 	0.000129
0.500000 	0.000227 	-0.523593 	0.000129
0.500000 	0.000227 	-0.523593 	0.000129
0.500000 	0.000226 	-0.523593 	0.000129
0.500000 	0.000225 	-0.523593 	0.000129
0.500000 	0.000225 	-0.523593 	0.000129
0.500000 	0.000224 	-0.523593 	0.000128
0.500000 	0.000224 	-0.523593 	0.000128
0.500000 	0.000223 	-0.523593 	0.000128
0.500000 	0.000222 	-0.523593 	0.000128
0.500000 	0.000222 	-0.523593 	0.000128
0.500000 	0.000221 	-0.523593 	0.000128
0.500000 	0.000220 	-0.523593 	0.000127
0.500000 	0.000220 	-0.523593 	0.000127
0.500000 	0.000219 	-0.523593 	0.000127
0.500000 	0.000219 	-0.523593 	0.000127
0.500000 	0.000218 	-0.523593 	0.000127
0.500000 	0.000217 	-0.523593 	0.000127
0.500000 	0.000217 	-0.523593 	0.000126
0.500000 	0.000216 	-0.523593 	0.000126
0.500000 	0.000215 	-0.523593 	0.000126
0.500000 	0.000215 	-0.523593 	0.000126
0.500000 	0.000214 	-0.523593 	0.000126
0.500000 	0.000214 	-0.523593 	0.000126
0.500000 	0.000213 	-0.523593 	0.000125
0.500000 	0.000212 	-0.523593 	0.000125
0.500000 	0.000212 	-0.523593 	0.000125
0.500000 	0.000211 	-0.523593 	0.000125
0.500000 	0.000211 	-0.523593 	0.000125
0.500000 	0.000210 	-0.523593 	0.000125
0.500000 	0.000209 	-0.523594 	0.000124
0.500000 	0.000209 	-0.523594 	0.000124
0.500000 	0.000208 	-0.523594 	0.000124
0.500000 	0.000208 	-0.523594 	0.000124
0.500000 	0.000207 	-0.523594 	0.000124
0.500000 	0.000206 	-0.523594 	0.000124
0.500000 	0.000206 	-0.523594 	0.000123
0.500000 	0.000205 	-0.523594 	0.000123
0.500000 	0.000205 	-0.523594 	0.000123
0.500000 	0.000204 	-0.523594 	0.000123
0.500000 	0.000203 	-0.523594 	0.000123
0.500000 	0.000203 	-0.523594 	0.000123
0.500000 	0.000202 	-0.523594 	0.000123
0.500000 	0.000202 	-0.523594 	0.000122
0.500000 	0.000201 	-0.523594 	0.000122
0.500000 	0.000201 	-0.523594 	0.000122
0.500000 	0.000200 	-0.523594 	0.000122
0.500000 	0.000199 	-0.523594 	0.000122
0.500000 	0.000199 	-0.523594 	0.000122
0.500000 	0.000198 	-0.523594 	0.000121
0.500000 	0.000198 	-0.523594 	0.000121
0.500000 	0.000197 	-0.523594 	0.000121
0.500000 	0.000197 	-0.523594 	0.000121
0.500000 	0.000196 	-0.523594 	0.000121
0.500000 	0.000195 	-0.523594 	0.000121
0.500000 	0.000195 	-0.523594 	0.000120
0.500000 	0.000194 	-0.523594 	0.000120
0.500000 	0.000194 	-0.523594 	0.000120
0.500000 	0.000193 	-0.523594 	0.000120
0.500000 	0.000193 	-0.523594 	0.000120
0.500000 	0.000192 	-0.523594 	0.000120
0.500000 	0.000192 	-0.523594 	0.000120
0.500000 	0.000191 	-0.523594 	0.000119
0.500000 	0.000191 	-0.523594 	0.000119
0.500000 	0.000190 	-0.523594 	0.000119
0.500000 	0.000189 	-0.523594 	0.000119
0.500000 	0.000189 	-0.523594 	0.000119
0.500000 	0.000188 	-0.523594 	0.000119
0.500000 	0.000188 	-0.523594 	0.000118
0.500000 	0.000187 	-0.523594 	0.000118
0.500000 	0.000187 	-0.523594 	0.000118
0.500000 	0.000186 	-0.523594 	0.000118
0.500000 	0.000186 	-0.523594 	0.000118
0.500000 	0.000185 	-0.523594 	0.000118
0.500000 	0.000185 	-0.523594 	0.000117
0.500000 	0.000184 	-0.523594 	0.000117
0.500000 	0.000184 	-0.523594 	0.000117
0.500000 	0.000183 	-0.523594 	0.000117
0.500000 	0.000182 	-0.523594 	0.000117
0.500000 	0.000182 	-0.523594 	0.000117
0.500000 	0.000181 	-0.523594 	0.000117
0.500000 	0.000181 	-0.523594 	0.000116
0.500000 	0.000180 	-0.523594 	0.000116
0.500000 	0.000180 	-0.523594 	0.000116
0.500000 	0.000179 	-0.523594 	0.000116
0.500000 	0.000179 	-0.523594 	0.000116
0.500000 	0.000178 	-0.523594 	0.000116
0.500000 	0.000178 	-0.523594 	0.000115
0.500000 	0.000177 	-0.523594 	0.000115
0.500000 	0.000177 	-0.523594 	0.000115
0.500000 	0.000176 	-0.523594 	0.000115
0.500000 	0.000176 	-0.523594 	0.000115
0.500000 	0.000175 	-0.523594 	0.000115
0.500000 	0.000175 	-0.523594 	0.000115
0.500000 	0.000174 	-0.523594 	0.000114
0.500000 	0.000174 	-0.523594 	0.000114
0.500000 	0.000173 	-0.523594 	0.000114
